,account_id,created_date,campaign
20914,3863294,2021-01-07,
20915,3863295,2021-01-07,
20916,3863296,2021-01-07,
20917,3863297,2021-01-07,PR_youtube_bloger
20918,3863298,2021-01-07,
20919,3863299,2021-01-07,
20920,3863300,2021-01-07,BRA_MS1_install
20921,3863301,2021-01-07,
20922,3863302,2021-01-07,
20923,3863303,2021-01-07,BRA_MS1_install
20924,3863304,2021-01-07,
20925,3863305,2021-01-07,
20926,3863306,2021-01-07,
20927,3863307,2021-01-07,
20928,3863308,2021-01-07,BRA_MS1_install
20929,3863309,2021-01-07,
20930,3863310,2021-01-07,
20931,3863311,2021-01-07,
20932,3863312,2021-01-07,
20933,3863313,2021-01-07,BRA_MS1_install
20934,3863314,2021-01-07,
20935,3863315,2021-01-07,
20936,3863316,2021-01-07,RUS_MS1_install
20937,3863317,2021-01-07,
20938,3863318,2021-01-07,
20939,3863319,2021-01-07,
20940,3863320,2021-01-07,RUS_MS1_install
20941,3863321,2021-01-07,BRA_MS1_install
20942,3863322,2021-01-07,
20943,3863323,2021-01-07,RUS_MS1_install
20944,3863324,2021-01-07,RUS_MS1_install
20945,3863325,2021-01-07,BRA_MS1_install
20946,3863326,2021-01-07,UKR_MS1_install
20947,3863327,2021-01-07,
20948,3863328,2021-01-07,BRA_MS1_install
20949,3863329,2021-01-07,RUS_MS1_purchase
20950,3863330,2021-01-07,UKR_MS1_install
20951,3863331,2021-01-07,
20952,3863332,2021-01-07,
20953,3863333,2021-01-07,UKR_MS1_install
20954,3863334,2021-01-07,UKR_MS1_install
20955,3863335,2021-01-07,RUS_MS1_purchase
20956,3863336,2021-01-07,
20957,3863337,2021-01-07,
20958,3863338,2021-01-07,
20959,3863339,2021-01-07,
20960,3863340,2021-01-07,
20961,3863341,2021-01-07,BRA_MS1_purchase
20962,3863342,2021-01-07,RUS_MS1_install
20963,3863343,2021-01-07,BRA_MS1_install
20964,3863344,2021-01-07,RUS_MS1_install
20965,3863345,2021-01-07,
20966,3863346,2021-01-07,RUS_MS1_install
20967,3863347,2021-01-07,UKR_MS1_install
20968,3863348,2021-01-07,
20969,3863349,2021-01-07,RUS_MS1_install
20970,3863350,2021-01-07,
20971,3863351,2021-01-07,
20972,3863352,2021-01-07,RUS_MS1_install
20973,3863353,2021-01-07,
20974,3863354,2021-01-07,
20975,3863355,2021-01-07,UKR_MS1_install
20976,3863356,2021-01-07,
20977,3863357,2021-01-07,ENG_MS2_install
20978,3863358,2021-01-07,
20979,3863359,2021-01-07,
20980,3863360,2021-01-07,RUS_MS1_install
20981,3863361,2021-01-07,
20982,3863362,2021-01-07,UKR_MS1_install
20983,3863363,2021-01-07,RUS_MS1_install
20984,3863364,2021-01-07,RUS_MS1_install
20985,3863365,2021-01-07,
20986,3863366,2021-01-07,
20987,3863367,2021-01-07,
20988,3863368,2021-01-07,RUS_MS1_install
20989,3863369,2021-01-07,UKR_MS1_install
20990,3863370,2021-01-07,
20991,3863371,2021-01-07,RUS_MS1_purchase
20992,3863372,2021-01-07,UKR_MS1_install
20993,3863373,2021-01-07,
20994,3863374,2021-01-07,
20995,3863375,2021-01-07,BRA_MS1_install
20996,3863376,2021-01-07,RUS_MS1_install
20997,3863377,2021-01-07,RUS_MS1_install
20998,3863378,2021-01-07,
20999,3863379,2021-01-07,
21000,3863380,2021-01-07,
21001,3863381,2021-01-07,
21002,3863382,2021-01-07,
21003,3863383,2021-01-07,RUS_MS1_install
21004,3863384,2021-01-07,
21005,3863385,2021-01-07,
21006,3863386,2021-01-07,RUS_MS1_install
21007,3863387,2021-01-07,UKR_MS1_install
21008,3863388,2021-01-07,
21009,3863389,2021-01-07,
21010,3863390,2021-01-07,
21011,3863391,2021-01-07,
21012,3863392,2021-01-07,RUS_MS1_install
21013,3863393,2021-01-07,RUS_MS1_install
21014,3863394,2021-01-07,
21015,3863395,2021-01-07,
21016,3863396,2021-01-07,UKR_MS1_install
21017,3863397,2021-01-07,
21018,3863398,2021-01-07,ENG_MS2_install
21019,3863399,2021-01-07,RUS_MS1_install
21020,3863400,2021-01-07,RUS_MS1_purchase
21021,3863401,2021-01-07,RUS_MS1_install
21022,3863402,2021-01-07,UKR_MS1_install
21023,3863403,2021-01-07,RUS_MS1_install
21024,3863404,2021-01-07,
21025,3863405,2021-01-07,RUS_MS1_install
21026,3863406,2021-01-07,
21027,3863407,2021-01-07,RUS_MS1_install
21028,3863408,2021-01-07,
21029,3863409,2021-01-07,
21030,3863410,2021-01-07,
21031,3863411,2021-01-07,
21032,3863412,2021-01-07,UKR_MS1_purchase
21033,3863413,2021-01-07,
21034,3863414,2021-01-07,UKR_MS1_install
21035,3863415,2021-01-07,
21036,3863416,2021-01-07,RUS_MS1_purchase
21037,3863417,2021-01-07,
21038,3863418,2021-01-07,
21039,3863419,2021-01-07,
21040,3863420,2021-01-07,
21041,3863421,2021-01-07,
21042,3863422,2021-01-07,BRA_MS1_purchase
21043,3863423,2021-01-07,
21044,3863424,2021-01-07,RUS_MS1_install
21045,3863425,2021-01-07,RUS_MS1_install
21046,3863426,2021-01-07,RUS_MS1_install
21047,3863427,2021-01-07,BRA_MS1_purchase
21048,3863428,2021-01-07,BRA_MS1_install
21049,3863429,2021-01-07,RUS_MS1_install
21050,3863430,2021-01-07,RUS_MS1_install
21051,3863431,2021-01-07,BRA_MS1_install
21052,3863432,2021-01-07,BRA_MS1_install
21053,3863433,2021-01-07,RUS_MS1_install
21054,3863434,2021-01-07,
21055,3863435,2021-01-07,
21056,3863436,2021-01-07,BRA_MS1_install
21057,3863437,2021-01-07,UKR_MS1_install
21058,3863438,2021-01-07,
21059,3863439,2021-01-07,
21060,3863440,2021-01-07,UKR_MS1_install
21061,3863441,2021-01-07,UKR_MS1_install
21062,3863442,2021-01-07,
21063,3863443,2021-01-07,
21064,3863444,2021-01-07,
21065,3863445,2021-01-07,BRA_MS1_install
21066,3863446,2021-01-07,ENG_MS2_install
21067,3863447,2021-01-07,UKR_MS1_install
21068,3863448,2021-01-07,
21069,3863449,2021-01-07,UKR_MS1_purchase
21070,3863450,2021-01-07,RUS_MS1_install
21071,3863451,2021-01-07,
21072,3863452,2021-01-07,
21073,3863453,2021-01-07,UKR_MS1_install
21074,3863454,2021-01-07,RUS_MS1_install
21075,3863455,2021-01-07,
21076,3863456,2021-01-07,RUS_MS1_install
21077,3863457,2021-01-07,BRA_MS1_install
21078,3863458,2021-01-07,BRA_MS1_install
21079,3863459,2021-01-07,
21080,3863460,2021-01-07,
21081,3863461,2021-01-07,
21082,3863462,2021-01-07,RUS_MS1_install
21083,3863463,2021-01-07,
21084,3863464,2021-01-07,
21085,3863465,2021-01-07,BRA_MS1_install
21086,3863466,2021-01-07,RUS_MS1_install
21087,3863467,2021-01-07,UKR_MS1_install
21088,3863468,2021-01-07,BRA_MS1_install
21089,3863469,2021-01-07,RUS_MS1_install
21090,3863470,2021-01-07,
21091,3863471,2021-01-07,RUS_MS1_install
21092,3863472,2021-01-07,
21093,3863473,2021-01-07,
21094,3863474,2021-01-07,UKR_MS1_install
21095,3863475,2021-01-07,UKR_MS1_install
21096,3863476,2021-01-07,
21097,3863477,2021-01-07,
21098,3863478,2021-01-07,
21099,3863479,2021-01-07,UKR_MS1_install
21100,3863480,2021-01-07,
21101,3863481,2021-01-07,
21102,3863482,2021-01-07,UKR_MS1_install
21103,3863483,2021-01-07,UKR_MS1_install
21104,3863484,2021-01-07,
21105,3863485,2021-01-07,RUS_MS1_install
21106,3863486,2021-01-07,RUS_MS1_install
21107,3863487,2021-01-07,RUS_MS1_install
21108,3863488,2021-01-07,
21109,3863489,2021-01-07,RUS_MS1_install
21110,3863490,2021-01-07,
21111,3863491,2021-01-07,
21112,3863492,2021-01-07,BRA_MS1_install
21113,3863493,2021-01-07,
21114,3863494,2021-01-07,BRA_MS1_install
21115,3863495,2021-01-07,UKR_MS1_install
21116,3863496,2021-01-07,
21117,3863497,2021-01-07,
21118,3863498,2021-01-07,BRA_MS1_install
21119,3863499,2021-01-07,BRA_MS1_install
21120,3863500,2021-01-07,
21121,3863501,2021-01-07,UKR_MS1_install
21122,3863502,2021-01-07,BRA_MS1_install
21123,3863503,2021-01-07,
21124,3863504,2021-01-07,RUS_MS1_install
21125,3863505,2021-01-07,
21126,3863506,2021-01-07,
21127,3863507,2021-01-07,UKR_MS1_install
21128,3863508,2021-01-07,
21129,3863509,2021-01-07,
21130,3863510,2021-01-07,
21131,3863511,2021-01-07,BRA_MS1_install
21132,3863512,2021-01-07,BRA_MS1_install
21133,3863513,2021-01-07,RUS_MS1_install
21134,3863514,2021-01-07,BRA_MS1_install
21135,3863515,2021-01-07,
21136,3863516,2021-01-07,BRA_MS1_install
21137,3863517,2021-01-07,BRA_MS1_install
21138,3863518,2021-01-07,
21139,3863519,2021-01-07,RUS_MS1_install
21140,3863520,2021-01-07,RUS_MS1_purchase
21141,3863521,2021-01-07,UKR_MS1_install
21142,3863522,2021-01-07,UKR_MS1_install
21143,3863523,2021-01-07,BRA_MS1_install
21144,3863524,2021-01-07,BRA_MS1_install
21145,3863525,2021-01-07,
21146,3863526,2021-01-07,UKR_MS1_install
21147,3863527,2021-01-07,
21148,3863528,2021-01-07,BRA_MS1_install
21149,3863529,2021-01-07,
21150,3863530,2021-01-07,
21151,3863531,2021-01-07,
21152,3863532,2021-01-07,
21153,3863533,2021-01-07,
21154,3863534,2021-01-07,
21155,3863535,2021-01-07,RUS_MS1_install
21156,3863536,2021-01-07,RUS_MS1_install
21157,3863537,2021-01-07,
21158,3863538,2021-01-07,RUS_MS1_purchase
21159,3863539,2021-01-07,
21160,3863540,2021-01-07,UKR_MS1_install
21161,3863541,2021-01-07,
21162,3863542,2021-01-07,
21163,3863543,2021-01-07,ENG_MS2_install
21164,3863544,2021-01-07,
21165,3863545,2021-01-07,UKR_MS1_install
21166,3863546,2021-01-07,UKR_MS1_install
21167,3863547,2021-01-07,RUS_MS1_install
21168,3863548,2021-01-07,BRA_MS1_install
21169,3863549,2021-01-07,
21170,3863550,2021-01-07,
21171,3863551,2021-01-07,RUS_MS1_install
21172,3863552,2021-01-07,
21173,3863553,2021-01-07,
21174,3863554,2021-01-07,
21175,3863555,2021-01-07,UKR_MS1_install
21176,3863556,2021-01-07,
21177,3863557,2021-01-07,BRA_MS1_install
21178,3863558,2021-01-07,BRA_MS1_install
21179,3863559,2021-01-07,
21180,3863560,2021-01-07,UKR_MS1_install
21181,3863561,2021-01-07,
21182,3863562,2021-01-07,
21183,3863563,2021-01-07,
21184,3863564,2021-01-07,
21185,3863565,2021-01-07,RUS_MS1_install
21186,3863566,2021-01-07,BRA_MS1_install
21187,3863567,2021-01-07,RUS_MS1_install
21188,3863568,2021-01-07,BRA_MS1_install
21189,3863569,2021-01-07,BRA_MS1_install
21190,3863570,2021-01-07,BRA_MS1_install
21191,3863571,2021-01-07,BRA_MS1_install
21192,3863572,2021-01-07,UKR_MS1_install
21193,3863573,2021-01-07,RUS_MS1_install
21194,3863574,2021-01-07,BRA_MS1_install
21195,3863575,2021-01-07,
21196,3863576,2021-01-07,BRA_MS1_purchase
21197,3863577,2021-01-07,BRA_MS1_purchase
21198,3863578,2021-01-07,BRA_MS1_install
21199,3863579,2021-01-07,
21200,3863580,2021-01-07,
21201,3863581,2021-01-07,
21202,3863582,2021-01-07,
21203,3863583,2021-01-07,
21204,3863584,2021-01-07,
21205,3863585,2021-01-07,RUS_MS1_install
21206,3863586,2021-01-07,RUS_MS1_install
21207,3863587,2021-01-07,
21208,3863588,2021-01-07,
21209,3863589,2021-01-07,
21210,3863590,2021-01-07,BRA_MS1_install
21211,3863591,2021-01-07,
21212,3863592,2021-01-07,RUS_MS1_install
21213,3863593,2021-01-07,
21214,3863594,2021-01-07,UKR_MS1_install
21215,3863595,2021-01-07,RUS_MS1_install
21216,3863596,2021-01-07,
21217,3863597,2021-01-07,BRA_MS1_install
21218,3863598,2021-01-07,
21219,3863599,2021-01-07,
21220,3863600,2021-01-07,
21221,3863601,2021-01-07,
21222,3863602,2021-01-07,
21223,3863603,2021-01-07,
21224,3863604,2021-01-07,
21225,3863605,2021-01-07,
21226,3863606,2021-01-07,
21227,3863607,2021-01-07,
21228,3863608,2021-01-07,
21229,3863609,2021-01-07,
21230,3863610,2021-01-07,
21231,3863611,2021-01-07,
21232,3863612,2021-01-07,
21233,3863613,2021-01-07,
21234,3863614,2021-01-07,
21235,3863615,2021-01-07,
21236,3863616,2021-01-07,RUS_MS1_purchase
21237,3863617,2021-01-07,
21238,3863618,2021-01-07,BRA_MS1_purchase
21239,3863619,2021-01-07,BRA_MS1_install
21240,3863620,2021-01-07,
21241,3863621,2021-01-07,
21242,3863622,2021-01-07,
21243,3863623,2021-01-07,
21244,3863624,2021-01-07,
21245,3863625,2021-01-07,
21246,3863626,2021-01-07,RUS_MS1_install
21247,3863627,2021-01-07,
21248,3863628,2021-01-07,
21249,3863629,2021-01-07,
21250,3863630,2021-01-07,
21251,3863631,2021-01-07,PR_youtube_bloger
21252,3863632,2021-01-07,BRA_MS1_install
21253,3863633,2021-01-07,
21254,3863634,2021-01-07,
21255,3863635,2021-01-07,
21256,3863636,2021-01-07,
21257,3863637,2021-01-07,
21258,3863638,2021-01-07,
21259,3863639,2021-01-07,
21260,3863640,2021-01-07,
21261,3863641,2021-01-07,RUS_MS1_install
21262,3863642,2021-01-07,PR_youtube_bloger
21263,3863643,2021-01-07,
21264,3863644,2021-01-07,
21265,3863645,2021-01-07,RUS_MS1_install
21266,3863646,2021-01-07,BRA_MS1_install
21267,3863647,2021-01-07,RUS_MS1_install
21268,3863648,2021-01-07,UKR_MS1_install
21269,3863649,2021-01-07,
21270,3863650,2021-01-07,
21271,3863651,2021-01-07,
21272,3863652,2021-01-07,RUS_MS1_install
21273,3863653,2021-01-07,BRA_MS1_install
21274,3863654,2021-01-07,UKR_MS1_install
21275,3863655,2021-01-07,RUS_MS1_install
21276,3863656,2021-01-07,
21277,3863657,2021-01-07,
21278,3863658,2021-01-07,
21279,3863659,2021-01-07,
21280,3863660,2021-01-07,
21281,3863661,2021-01-07,
21282,3863662,2021-01-07,
21283,3863663,2021-01-07,RUS_MS1_install
21284,3863664,2021-01-07,RUS_MS1_install
21285,3863665,2021-01-07,BRA_MS1_install
21286,3863666,2021-01-07,
21287,3863667,2021-01-07,
21288,3863668,2021-01-07,
21289,3863669,2021-01-07,BRA_MS1_purchase
21290,3863670,2021-01-07,RUS_MS1_install
21291,3863671,2021-01-07,
21292,3863672,2021-01-07,BRA_MS1_install
21293,3863673,2021-01-07,BRA_MS1_install
21294,3863674,2021-01-07,BRA_MS1_install
21295,3863675,2021-01-07,BRA_MS1_install
21296,3863676,2021-01-07,RUS_MS1_install
21297,3863677,2021-01-07,RUS_MS1_install
21298,3863678,2021-01-07,RUS_MS1_install
21299,3863679,2021-01-07,RUS_MS1_install
21300,3863680,2021-01-07,
21301,3863681,2021-01-07,
21302,3863682,2021-01-07,RUS_MS1_install
21303,3863683,2021-01-07,BRA_MS1_install
21304,3863684,2021-01-07,
21305,3863685,2021-01-07,BRA_MS1_install
21306,3863686,2021-01-07,
21307,3863687,2021-01-07,
21308,3863688,2021-01-07,PR_youtube_bloger
21309,3863689,2021-01-07,
21310,3863690,2021-01-07,BRA_MS1_install
21311,3863691,2021-01-07,
21312,3863692,2021-01-07,UKR_MS1_install
21313,3863693,2021-01-07,
21314,3863694,2021-01-07,UKR_MS1_install
21315,3863695,2021-01-07,RUS_MS1_install
21316,3863696,2021-01-07,UKR_MS1_install
21317,3863697,2021-01-07,BRA_MS1_install
21318,3863698,2021-01-07,BRA_MS1_install
21319,3863699,2021-01-07,BRA_MS1_install
21320,3863700,2021-01-07,
21321,3863701,2021-01-07,
21322,3863702,2021-01-07,
21323,3863703,2021-01-07,
21324,3863704,2021-01-07,
21325,3863705,2021-01-07,
21326,3863706,2021-01-07,BRA_MS1_install
21327,3863707,2021-01-07,RUS_MS1_install
21328,3863708,2021-01-07,BRA_MS1_install
21329,3863709,2021-01-07,
21330,3863710,2021-01-07,BRA_MS1_install
21331,3863711,2021-01-07,UKR_MS1_purchase
21332,3863712,2021-01-07,PR_youtube_bloger
21333,3863713,2021-01-07,
21334,3863714,2021-01-07,
21335,3863715,2021-01-07,
21336,3863716,2021-01-07,
21337,3863717,2021-01-07,
21338,3863718,2021-01-07,RUS_MS1_install
21339,3863719,2021-01-07,RUS_MS1_install
21340,3863720,2021-01-07,
21341,3863721,2021-01-07,
21342,3863722,2021-01-07,
21343,3863723,2021-01-07,
21344,3863724,2021-01-07,
21345,3863725,2021-01-07,
21346,3863726,2021-01-07,
21347,3863727,2021-01-07,
21348,3863728,2021-01-07,
21349,3863729,2021-01-07,
21350,3863730,2021-01-07,
21351,3863731,2021-01-07,UKR_MS1_install
21352,3863732,2021-01-07,
21353,3863733,2021-01-07,
21354,3863734,2021-01-07,
21355,3863735,2021-01-07,
21356,3863736,2021-01-07,BRA_MS1_install
21357,3863737,2021-01-07,BRA_MS1_install
21358,3863738,2021-01-07,
21359,3863739,2021-01-07,
21360,3863740,2021-01-07,BRA_MS1_install
21361,3863741,2021-01-07,
21362,3863742,2021-01-07,RUS_MS1_install
21363,3863743,2021-01-07,
21364,3863744,2021-01-07,BRA_MS1_install
21365,3863745,2021-01-07,BRA_MS1_install
21366,3863746,2021-01-07,RUS_MS1_purchase
21367,3863747,2021-01-07,RUS_MS1_purchase
21368,3863748,2021-01-07,RUS_MS1_install
21369,3863749,2021-01-07,
21370,3863750,2021-01-07,
21371,3863751,2021-01-07,
21372,3863752,2021-01-07,BRA_MS1_install
21373,3863753,2021-01-07,BRA_MS1_install
21374,3863754,2021-01-07,BRA_MS1_install
21375,3863755,2021-01-07,RUS_MS1_install
21376,3863756,2021-01-07,
21377,3863757,2021-01-07,RUS_MS1_install
21378,3863758,2021-01-07,RUS_MS1_install
21379,3863759,2021-01-07,
21380,3863760,2021-01-07,RUS_MS1_install
21381,3863761,2021-01-07,
21382,3863762,2021-01-07,
21383,3863763,2021-01-07,
21384,3863764,2021-01-07,RUS_MS1_install
21385,3863765,2021-01-07,BRA_MS1_install
21386,3863766,2021-01-07,BRA_MS1_install
21387,3863767,2021-01-07,
21388,3863768,2021-01-07,UKR_MS1_install
21389,3863769,2021-01-07,
21390,3863770,2021-01-07,
21391,3863771,2021-01-07,
21392,3863772,2021-01-07,RUS_MS1_install
21393,3863773,2021-01-07,
21394,3863774,2021-01-07,
21395,3863775,2021-01-07,
21396,3863776,2021-01-07,RUS_MS1_install
21397,3863777,2021-01-07,
21398,3863778,2021-01-07,
21399,3863779,2021-01-07,
21400,3863780,2021-01-07,RUS_MS1_install
21401,3863781,2021-01-07,
21402,3863782,2021-01-07,RUS_MS1_install
21403,3863783,2021-01-07,
21404,3863784,2021-01-07,
21405,3863785,2021-01-07,BRA_MS1_install
21406,3863786,2021-01-07,BRA_MS1_install
21407,3863787,2021-01-07,BRA_MS1_install
21408,3863788,2021-01-07,
21409,3863789,2021-01-07,BRA_MS1_install
21410,3863790,2021-01-07,BRA_MS1_install
21411,3863791,2021-01-07,
21412,3863792,2021-01-07,RUS_MS1_install
21413,3863793,2021-01-07,RUS_MS1_install
21414,3863794,2021-01-07,BRA_MS1_install
21415,3863795,2021-01-07,BRA_MS1_install
21416,3863796,2021-01-07,RUS_MS1_install
21417,3863797,2021-01-07,
21418,3863798,2021-01-07,BRA_MS1_install
21419,3863799,2021-01-07,
21420,3863800,2021-01-07,
21421,3863801,2021-01-07,BRA_MS2_install
21422,3863802,2021-01-07,
21423,3863803,2021-01-07,BRA_MS1_install
21424,3863804,2021-01-07,BRA_MS1_install
21425,3863805,2021-01-07,BRA_MS1_install
21426,3863806,2021-01-07,BRA_MS1_install
21427,3863807,2021-01-07,
21428,3863808,2021-01-07,
21429,3863809,2021-01-07,
21430,3863810,2021-01-07,
21431,3863811,2021-01-07,
21432,3863812,2021-01-07,
21433,3863813,2021-01-07,
21434,3863814,2021-01-07,
21435,3863815,2021-01-07,BRA_MS1_install
21436,3863816,2021-01-07,BRA_MS1_install
21437,3863817,2021-01-07,RUS_MS1_install
21438,3863818,2021-01-07,
21439,3863819,2021-01-07,UKR_MS1_install
21440,3863820,2021-01-07,
21441,3863821,2021-01-07,RUS_MS1_install
21442,3863822,2021-01-07,RUS_MS1_install
21443,3863823,2021-01-07,
21444,3863824,2021-01-07,
21445,3863825,2021-01-07,
21446,3863826,2021-01-07,
21447,3863827,2021-01-07,RUS_MS1_install
21448,3863828,2021-01-07,BRA_MS1_install
21449,3863829,2021-01-07,
21450,3863830,2021-01-07,
21451,3863831,2021-01-07,
21452,3863832,2021-01-07,RUS_MS1_purchase
21453,3863833,2021-01-07,
21454,3863834,2021-01-07,
21455,3863835,2021-01-07,
21456,3863836,2021-01-07,BRA_MS1_install
21457,3863837,2021-01-07,
21458,3863838,2021-01-07,
21459,3863839,2021-01-07,
21460,3863840,2021-01-07,
21461,3863841,2021-01-07,
21462,3863842,2021-01-07,
21463,3863843,2021-01-07,
21464,3863844,2021-01-07,RUS_MS1_install
21465,3863845,2021-01-07,UKR_MS1_install
21466,3863846,2021-01-07,RUS_MS1_install
21467,3863847,2021-01-07,
21468,3863848,2021-01-07,
21469,3863849,2021-01-07,BRA_MS1_purchase
21470,3863850,2021-01-07,
21471,3863851,2021-01-07,RUS_MS1_install
21472,3863852,2021-01-07,
21473,3863853,2021-01-07,
21474,3863854,2021-01-07,
21475,3863855,2021-01-07,RUS_MS1_install
21476,3863856,2021-01-07,BRA_MS1_install
21477,3863857,2021-01-07,
21478,3863858,2021-01-07,
21479,3863859,2021-01-07,
21480,3863860,2021-01-07,
21481,3863861,2021-01-07,RUS_MS1_install
21482,3863862,2021-01-07,BRA_MS1_install
21483,3863863,2021-01-07,
21484,3863864,2021-01-07,BRA_MS1_install
21485,3863865,2021-01-07,UKR_MS1_install
21486,3863866,2021-01-07,
21487,3863867,2021-01-07,UKR_MS1_install
21488,3863868,2021-01-07,BRA_MS1_install
21489,3863869,2021-01-07,
21490,3863870,2021-01-07,
21491,3863871,2021-01-07,RUS_MS1_install
21492,3863872,2021-01-07,
21493,3863873,2021-01-07,
21494,3863874,2021-01-07,
21495,3863875,2021-01-07,
21496,3863876,2021-01-07,
21497,3863877,2021-01-07,RUS_MS1_install
21498,3863878,2021-01-07,
21499,3863879,2021-01-07,BRA_MS1_install
21500,3863880,2021-01-07,PR_youtube_bloger
21501,3863881,2021-01-07,
21502,3863882,2021-01-07,
21503,3863883,2021-01-07,
21504,3863884,2021-01-07,
21505,3863885,2021-01-07,
21506,3863886,2021-01-07,
21507,3863887,2021-01-07,
21508,3863888,2021-01-07,RUS_MS1_install
21509,3863889,2021-01-07,BRA_MS1_purchase
21510,3863890,2021-01-07,
21511,3863891,2021-01-07,BRA_MS1_install
21512,3863892,2021-01-07,
21513,3863893,2021-01-07,
21514,3863894,2021-01-07,
21515,3863895,2021-01-07,UKR_MS1_install
21516,3863896,2021-01-07,
21517,3863897,2021-01-07,
21518,3863898,2021-01-07,
21519,3863899,2021-01-07,
21520,3863900,2021-01-07,
21521,3863901,2021-01-07,BRA_MS1_purchase
21522,3863902,2021-01-07,
21523,3863903,2021-01-07,
21524,3863904,2021-01-07,
21525,3863905,2021-01-07,
21526,3863906,2021-01-07,BRA_MS1_install
21527,3863907,2021-01-07,UKR_MS1_install
21528,3863908,2021-01-07,
21529,3863909,2021-01-07,
21530,3863910,2021-01-07,RUS_MS1_install
21531,3863911,2021-01-07,
21532,3863912,2021-01-07,
21533,3863913,2021-01-07,
21534,3863914,2021-01-07,
21535,3863915,2021-01-07,BRA_MS1_purchase
21536,3863916,2021-01-07,PR_youtube_bloger
21537,3863917,2021-01-07,
21538,3863918,2021-01-07,
21539,3863919,2021-01-07,
21540,3863920,2021-01-07,RUS_MS1_install
21541,3863921,2021-01-07,ENG_MS2_install
21542,3863922,2021-01-07,
21543,3863923,2021-01-07,
21544,3863924,2021-01-07,
21545,3863925,2021-01-07,BRA_MS1_install
21546,3863926,2021-01-07,
21547,3863927,2021-01-07,
21548,3863928,2021-01-07,
21549,3863929,2021-01-07,our_fb
21550,3863930,2021-01-07,
21551,3863931,2021-01-07,BRA_MS1_install
21552,3863932,2021-01-07,
21553,3863933,2021-01-07,
21554,3863934,2021-01-07,
21555,3863935,2021-01-07,BRA_MS1_install
21556,3863936,2021-01-07,BRA_MS1_install
21557,3863937,2021-01-07,
21558,3863938,2021-01-07,UKR_MS1_install
21559,3863939,2021-01-07,
21560,3863940,2021-01-07,
21561,3863941,2021-01-07,
21562,3863942,2021-01-07,RUS_MS1_install
21563,3863943,2021-01-07,RUS_MS1_install
21564,3863944,2021-01-07,
21565,3863945,2021-01-07,UKR_MS1_install
21566,3863946,2021-01-07,
21567,3863947,2021-01-07,
21568,3863948,2021-01-07,RUS_MS1_purchase
21569,3863949,2021-01-07,
21570,3863950,2021-01-07,
21571,3863951,2021-01-07,RUS_MS1_purchase
21572,3863952,2021-01-07,
21573,3863953,2021-01-07,BRA_MS1_install
21574,3863954,2021-01-07,BRA_MS1_install
21575,3863955,2021-01-07,RUS_MS1_install
21576,3863956,2021-01-07,RUS_MS1_install
21577,3863957,2021-01-07,BRA_MS1_install
21578,3863958,2021-01-07,BRA_MS1_install
21579,3863959,2021-01-07,
21580,3863960,2021-01-07,BRA_MS1_install
21581,3863961,2021-01-07,
21582,3863962,2021-01-07,BRA_MS1_install
21583,3863963,2021-01-07,
21584,3863964,2021-01-07,BRA_MS1_install
21585,3863965,2021-01-07,
21586,3863966,2021-01-07,
21587,3863967,2021-01-07,BRA_MS1_install
21588,3863968,2021-01-07,
21589,3863969,2021-01-07,
21590,3863970,2021-01-07,RUS_MS1_purchase
21591,3863971,2021-01-07,
21592,3863972,2021-01-07,
21593,3863973,2021-01-07,
21594,3863974,2021-01-07,RUS_MS1_install
21595,3863975,2021-01-07,
21596,3863976,2021-01-07,UKR_MS1_install
21597,3863977,2021-01-07,ENG_MS2_install
21598,3863978,2021-01-07,BRA_MS1_install
21599,3863979,2021-01-07,RUS_MS1_install
21600,3863980,2021-01-07,UKR_MS1_install
21601,3863981,2021-01-07,RUS_MS1_install
21602,3863982,2021-01-07,BRA_MS1_install
21603,3863983,2021-01-07,
21604,3863984,2021-01-07,RUS_MS1_install
21605,3863985,2021-01-07,BRA_MS1_install
21606,3863986,2021-01-07,BRA_MS1_purchase
21607,3863987,2021-01-07,
21608,3863988,2021-01-07,
21609,3863989,2021-01-07,
21610,3863990,2021-01-07,
21611,3863991,2021-01-07,BRA_MS1_install
21612,3863992,2021-01-07,RUS_MS1_install
21613,3863993,2021-01-07,
21614,3863994,2021-01-07,BRA_MS1_install
21615,3863995,2021-01-07,
21616,3863996,2021-01-07,
21617,3863997,2021-01-07,
21618,3863998,2021-01-07,
21619,3863999,2021-01-07,
21620,3864000,2021-01-07,
21621,3864001,2021-01-07,
21622,3864002,2021-01-07,
21623,3864003,2021-01-07,RUS_MS1_install
21624,3864004,2021-01-07,
21625,3864005,2021-01-07,RUS_MS1_install
21626,3864006,2021-01-07,
21627,3864007,2021-01-07,
21628,3864008,2021-01-07,BRA_MS1_install
21629,3864009,2021-01-07,
21630,3864010,2021-01-07,
21631,3864011,2021-01-07,
21632,3864012,2021-01-07,BRA_MS1_install
21633,3864013,2021-01-07,BRA_MS1_install
21634,3864014,2021-01-07,BRA_MS1_purchase
21635,3864015,2021-01-07,RUS_MS1_install
21636,3864016,2021-01-07,
21637,3864017,2021-01-07,BRA_MS1_install
21638,3864018,2021-01-07,RUS_MS1_install
21639,3864019,2021-01-07,
21640,3864020,2021-01-07,RUS_MS1_install
21641,3864021,2021-01-07,RUS_MS1_install
21642,3864022,2021-01-07,BRA_MS1_purchase
